,pgc,filter,inc_m,model4_0,model4_1,model4_2,model4_3,model5_0,model5_1,model5_2,model5_3,model6_0,model6_1,model6_2,model6_3
1390,1651278,b'i',79,83.34751,80.043594,77.7117,80.72415,79.26601,79.185745,78.34642,78.62836,78.6501,81.453354,78.170944,82.596695
1391,1846998,b'c',84,82.00627,82.17026,85.16059,82.594925,83.4025,82.70082,82.199005,82.863464,81.540924,83.9391,83.18681,82.2668
1392,37670,b'r',80,79.09585,82.41492,81.40444,79.15993,82.72072,79.67525,80.0553,79.64192,77.53574,76.46744,78.8594,81.67526
1393,4007651,b'c',72,66.16121,68.62137,64.23065,63.617496,65.97101,67.68643,61.17328,66.91319,65.08659,66.19794,66.71255,62.751053
1394,30748,b'g',77,81.172134,80.31081,80.88659,79.90442,81.059906,77.87932,78.24428,79.92584,84.34151,79.45271,78.52448,83.56496
1395,4006060,b'r',88,82.974205,86.02246,84.65848,82.93155,86.090164,86.54512,85.91363,85.793144,85.19647,85.172455,84.152214,82.14513
1396,34468,b'c',83,84.75108,85.657715,85.08201,84.55211,85.291626,84.04129,83.88017,84.489,84.63409,84.35305,84.34103,83.59756
1397,29221,b'c',90,86.678375,86.49413,89.17612,87.605286,87.36914,88.07195,85.70408,85.37463,87.53548,89.22284,87.95262,87.65469
1398,5057560,b'c',72,71.07891,64.227745,70.410904,68.6614,65.28662,64.19125,65.15863,66.070496,64.74982,68.59602,69.61804,68.160164
1399,36871,b'c',77,76.48709,76.78913,78.329285,76.31437,77.61194,76.70719,74.34327,73.40574,78.82334,78.22226,77.58425,73.403
1400,54674,b'c',90,87.75697,88.87809,89.10699,89.269226,88.74314,88.84784,88.34625,88.59227,89.39845,89.28997,89.29512,89.04228
1401,213532,b'g',81,83.307884,83.790436,83.58058,83.49133,82.60399,82.739586,82.37596,82.6798,84.64992,83.3232,82.25496,83.921684
1402,1773576,b'i',76,78.81476,75.487656,73.65746,74.827736,76.21776,73.8569,75.20056,73.33617,77.62372,75.84446,73.78088,74.585205
1403,41733,b'g',88,89.26318,89.50075,89.330444,89.68855,89.994385,89.67377,89.81444,89.969635,89.66051,89.7106,87.12356,89.08134
1404,40303,b'g',54,52.42239,56.117687,58.767014,55.86573,53.43535,52.651325,53.243538,55.759285,55.08364,55.23406,54.22053,53.286556
1405,54761,b'c',67,68.19494,70.652855,68.423,68.26675,70.10962,69.502625,69.8224,70.799515,70.505875,68.9733,67.94323,71.29713
1406,50621,b'c',65,62.986595,64.763626,67.892746,62.897865,60.562717,62.372093,64.15962,64.019936,61.29638,66.787636,61.9965,64.422646
1407,52805,b'c',61,58.136406,59.42238,58.16437,59.943798,58.42359,57.48885,60.877632,56.85885,59.730385,59.92572,58.295555,60.52689
1408,54536,b'c',72,74.37403,75.66261,76.852234,74.84955,74.28899,73.09975,75.20323,76.11607,72.11012,74.45091,74.80408,75.493385
1409,71034,b'c',75,79.002884,74.24834,77.72757,76.33768,78.09323,71.86422,77.8329,77.60089,69.52109,78.835724,76.12772,81.49306
1410,37421,b'c',84,82.4581,83.23021,83.60176,82.873955,83.69272,84.400536,82.3156,82.67038,85.1436,84.102585,84.500114,83.214386
1411,1231929,b'r',80,79.819725,80.75795,80.74852,80.633026,80.23619,81.955124,79.5007,80.26636,80.73846,81.14598,79.76779,79.89302
1412,44725,b'c',75,75.23389,72.58498,72.35744,73.29443,73.854675,71.754,73.26835,72.15139,71.878845,72.16982,71.47478,71.55183
1413,906205,b'g',79,82.92851,80.14779,81.44383,79.85109,78.81402,78.31851,79.87572,77.439995,79.850044,79.52838,80.44236,77.19359
1414,3998656,b'i',83,79.36551,79.060165,81.18575,84.95338,81.91353,79.0148,73.119385,83.034195,78.10551,82.40566,82.11409,71.346695
1415,17052,b'i',74,75.93024,72.437035,75.69165,73.699425,74.61256,74.5773,71.5829,74.482544,72.23309,73.330124,75.05469,75.333466
1416,1669474,b'r',67,62.32112,67.65975,64.81622,61.420597,62.930428,61.206093,63.156494,63.67893,62.831223,61.520027,62.748703,60.861176
1417,5952956,b'c',74,70.65396,72.95905,75.187546,69.11488,70.828064,72.79962,71.604485,74.60025,71.80951,74.87651,71.00781,73.45533
1418,41061,b'g',69,72.28049,73.79401,78.125854,75.82286,72.41946,71.37573,71.66336,71.67923,73.310684,71.33537,81.11514,68.35773
1419,70035,b'c',57,53.59477,51.50665,56.584427,55.94082,56.754276,57.812325,53.952164,54.755505,55.60805,52.357357,52.4772,54.780205
1420,38657,b'r',82,81.143936,82.44231,86.463524,83.5099,80.72212,81.805214,82.963425,81.07218,80.38414,81.63457,84.43175,80.808044
1421,50098,b'c',80,79.75441,81.033936,81.517395,77.12515,77.67291,78.73094,77.048515,77.57408,80.66315,77.21986,77.13591,82.49795
1422,41110,b'c',88,88.66843,89.223495,88.20839,89.16608,89.22652,89.48143,89.30925,88.680954,89.00785,89.48813,89.420044,89.00928
1423,10913,b'c',76,75.906746,76.76446,76.35945,76.284935,80.29202,77.40369,75.9247,75.46147,74.98808,73.41011,78.37864,74.905785
1424,5716,b'c',76,65.993576,72.95472,72.837814,71.504105,74.10341,72.92023,72.78112,73.853775,74.31847,74.34569,65.35886,75.0748
1425,5057609,b'c',80,82.98975,83.0188,84.99458,83.56795,82.55379,84.39313,83.39175,83.27686,82.566086,82.6997,83.57004,81.52934
1426,36768,b'c',84,81.167694,82.63312,82.45592,80.63667,82.69385,81.95123,81.21501,81.04178,83.98169,81.29008,81.322815,78.629745
1427,89014,b'i',86,84.99484,89.06973,85.01457,85.4305,82.23227,78.58378,83.76962,84.465454,86.53392,86.42596,84.72145,82.92984
1428,9393,b'r',88,86.47623,87.96513,88.45976,86.482574,88.98117,89.55031,88.584274,88.74667,88.16939,88.32269,88.80424,88.16258
1429,4441870,b'c',90,88.788025,88.59743,88.53975,87.57428,88.54326,88.91787,88.84587,87.91042,88.60188,88.73384,88.28009,88.3389
1430,4557018,b'c',76,78.23265,78.20505,76.97805,80.76523,80.24942,77.99256,78.54536,79.81722,77.56677,78.9992,78.50467,76.701195
1431,213850,b'c',79,82.87523,77.0331,82.62465,76.90593,82.362,77.098,78.67932,77.71361,80.91691,80.68639,82.61372,82.73752
1432,25228,b'i',62,62.216812,54.09398,66.616714,57.020454,63.447754,63.722248,64.68974,64.49132,64.33019,64.78819,65.43542,59.972786
1433,49856,b'c',88,87.92488,88.13534,87.64678,88.01726,87.97031,88.53017,87.197136,87.53375,89.18294,88.938515,88.87068,88.7863
1434,5807620,b'g',67,65.80196,69.79779,66.90828,64.82776,69.86659,72.883804,71.31466,68.68225,68.774765,65.20956,67.58649,65.80391
1435,1301865,b'c',87,83.57146,87.50694,86.09079,87.294044,86.657585,86.116325,86.273544,87.54335,86.636505,89.998604,89.18907,86.70946
1436,5952663,b'c',73,67.682465,70.239944,71.721344,68.53795,69.33698,69.2988,69.9837,68.98583,70.679276,69.57717,70.31145,70.48587
1437,4228666,b'i',71,77.1013,71.86722,63.993164,66.5994,71.27899,65.325836,71.32021,70.18796,71.2899,67.15659,74.528175,67.163445
1438,52635,b'r',84,86.086044,84.780205,86.256096,83.98948,85.8022,85.507,85.1181,84.87482,84.97354,86.28111,86.01874,86.92308
1439,7229,b'c',51,49.94153,50.873104,51.51011,49.82801,50.174236,50.334045,50.18792,53.71637,52.314964,50.44553,50.666473,48.926113
1440,213593,b'r',58,57.83181,58.140198,50.219276,54.36748,51.542656,51.601624,50.14144,52.25747,53.419712,57.87164,56.866226,51.25169
1441,1802,b'c',47,50.222015,49.572735,49.35125,52.007923,49.707016,50.916035,50.36308,50.80963,50.8251,49.6598,49.154213,47.958817
1442,4457686,b'r',70,68.51903,72.97857,73.77284,74.84746,72.28313,70.21026,69.05435,70.03662,74.11218,71.9542,71.75798,70.34213
1443,1265517,b'r',89,88.21022,86.50917,87.48718,87.12341,88.26831,88.16568,88.89491,88.64674,86.281944,85.51391,86.85553,88.43913
1444,23214,b'g',69,69.93109,68.655235,68.61501,63.313354,70.42546,71.05041,69.355225,66.25044,70.80173,71.52124,68.86755,67.494736
1445,511,b'g',57,51.911682,53.980194,52.812977,51.857716,53.930443,55.080643,54.543488,55.28505,56.79802,55.548737,54.464348,52.09055
1446,34675,b'i',59,65.1797,61.68077,61.480278,61.52021,61.404488,59.282764,59.602333,62.562714,60.747974,60.941757,59.499195,56.568546
1447,9727,b'r',58,58.569134,56.306873,55.688572,59.78194,57.048115,57.72747,60.10704,55.41649,59.3244,56.562416,58.146935,57.51854
1448,5059734,b'i',85,86.88277,85.51357,86.49226,86.41078,87.25182,87.05386,87.199234,86.29155,82.12107,88.1228,86.50505,85.86536
1449,71176,b'r',70,72.84065,72.30174,70.97715,69.06605,68.93347,69.79744,67.98646,66.070496,69.848236,69.86256,70.75196,72.90138
1450,31275,b'c',80,74.32032,75.46663,75.68021,73.65733,73.8987,74.81537,77.804436,78.935524,78.46597,73.733955,72.85998,76.82739
1451,4876,b'c',76,71.42813,73.1354,74.66124,72.80202,72.53449,72.80932,71.94519,72.611435,70.53134,73.70891,72.27568,71.59604
1452,90625,b'c',88,88.51535,89.210495,89.12334,89.26959,88.48384,89.1053,88.08855,88.509254,89.16744,89.45596,89.37283,88.986755
1453,1505873,b'r',81,85.096436,83.967896,81.63004,85.12459,82.83821,83.68149,82.53766,84.39828,83.9802,83.530846,84.20169,83.591965
1454,91730,b'c',89,88.85198,88.75279,88.97614,88.647964,89.721664,88.88373,88.84938,88.88843,88.67669,88.9017,89.51242,88.9173
1455,35487,b'g',71,71.12385,69.64899,73.8123,72.14864,68.56437,70.30175,69.63141,70.56866,71.55736,71.4243,72.034065,70.76935
1456,49515,b'c',57,53.674446,55.233177,57.16178,55.902416,53.964676,52.82072,51.93729,53.881493,55.558365,53.606148,55.840908,54.903027
1457,41472,b'c',68,62.28367,58.36564,61.463097,59.256477,62.930428,61.658524,61.180134,58.71982,61.96923,63.715126,64.021515,55.93972
1458,28630,b'i',58,55.645363,57.809875,57.824177,56.657085,59.69561,53.64638,56.304436,58.98506,60.53168,55.757423,58.964184,57.89903
1459,51216,b'g',83,85.93123,84.32875,85.45041,85.109116,84.67517,83.29326,82.86903,85.14328,86.05621,83.3927,83.28389,84.65745
1460,3646521,b'i',87,87.11083,84.85989,86.89707,86.21101,84.103836,85.67409,85.4842,85.2883,84.07504,84.31669,88.3607,86.728615
1461,4272233,b'i',77,74.7428,77.571304,79.39352,78.15945,78.53211,77.54409,78.38745,79.08745,77.78711,78.40846,79.97156,77.63341
1462,1704413,b'g',84,75.34095,80.61656,78.09477,75.62789,76.61464,76.34614,78.58596,75.85823,77.10968,75.02388,77.462036,75.24965
1463,1296487,b'c',59,50.73763,51.97302,52.88443,54.151913,52.164993,50.350304,51.047096,50.53729,55.866524,54.606956,53.244164,53.45603
1464,31311,b'g',71,71.633514,69.693634,70.65431,72.39237,70.66952,73.15287,71.42278,66.83258,72.501976,71.66997,70.62907,73.29719
1465,28126,b'c',64,62.279736,63.643524,63.95398,62.99831,63.907024,63.26452,64.57501,66.070496,64.055756,63.292236,61.62281,65.67949
1466,1595391,b'g',81,81.9278,82.27371,83.807526,84.100235,82.14313,82.04973,82.07064,81.917656,83.86976,81.142944,80.80878,84.27679
1467,23748,b'c',86,86.59067,85.44849,86.67351,87.736664,85.63756,85.96254,85.61127,87.193985,88.50594,88.101776,87.3799,86.924225
1468,2052,b'r',60,65.872116,60.505814,64.79823,62.421288,62.930428,63.491425,60.466003,60.038666,65.702255,62.489647,64.276825,66.37429
1469,64884,b'i',61,54.676346,60.502983,59.530098,58.780922,59.159878,55.929157,57.79258,60.504726,61.577408,54.477715,54.751247,57.998
1470,42919,b'i',82,83.63271,83.07011,86.56371,86.48535,79.79462,80.80589,80.810585,78.58287,82.76844,83.067696,83.20569,82.56612
1471,1192665,b'i',76,78.17913,84.665344,80.060974,80.69853,80.16868,79.687775,80.390755,80.231705,83.73914,81.614136,77.0379,79.74089
1472,859,b'c',76,78.88778,79.743286,79.477844,79.112305,78.73085,78.82919,79.39635,78.98638,80.41161,80.66786,79.61705,80.301926
1473,1708317,b'c',77,77.80121,79.04189,79.167786,77.78343,79.4432,78.98134,78.02919,79.01199,80.895035,79.856186,76.5991,79.88826
1474,5808041,b'c',90,88.89813,89.20761,89.2407,88.394714,89.445274,89.569336,89.13691,89.29594,88.91314,89.561195,89.34919,89.38016
1475,67977,b'r',50,50.14859,49.572735,49.259754,48.77153,49.982372,51.356987,49.606525,50.234123,50.167538,49.638832,52.862762,50.630054
1476,30864,b'c',88,88.346466,88.44644,87.46714,88.947845,87.77755,89.34983,89.018936,88.549515,88.6462,89.088715,89.50452,89.11543
1477,6656993,b'c',82,78.30474,76.77287,79.44878,79.15167,78.165115,78.495285,78.67012,78.00342,79.892204,78.12553,76.91405,79.08469
1478,1479013,b'c',76,75.08212,74.79437,77.04269,72.95405,72.82646,74.471924,73.6725,75.9028,74.14827,75.43595,72.12663,73.07398
1479,59250,b'i',85,86.42209,83.28201,88.36995,88.08027,82.77985,82.55246,85.17478,84.27896,86.4079,86.84929,87.265335,86.09463
1480,69691,b'r',89,88.3185,89.629555,88.95724,89.3085,89.26145,89.59403,89.17021,88.21707,89.25073,87.95015,86.15167,89.20245
1481,28376,b'r',53,60.221786,54.470848,58.452164,58.813293,54.90837,53.41896,57.682228,56.43779,54.04392,62.08519,51.71485,53.97941
1482,4547290,b'r',70,63.521774,58.721596,63.354485,61.183853,57.186893,62.85034,64.80829,64.26881,62.146976,63.439056,63.168724,61.591805
1483,1253661,b'r',86,82.223755,85.50468,81.73867,84.84094,84.76546,85.85802,83.020706,83.22722,84.796036,86.21449,83.57105,82.82971
1484,5808041,b'r',90,89.0328,89.73573,89.42204,89.16762,89.54315,89.74281,89.50081,89.53225,89.91487,89.492325,89.25219,89.76933
1485,71770,b'g',67,64.78099,69.5137,69.62918,70.93936,69.11927,68.67743,68.196,69.02129,67.042915,68.22072,65.38074,68.402954
1486,33343,b'c',87,89.16147,89.325676,89.67475,89.57226,89.31915,89.125465,88.6413,89.37697,89.56794,89.41727,89.18919,89.16971
1487,4473,b'r',58,58.45126,60.942772,58.11598,53.46922,58.51976,53.74809,54.334347,59.19576,56.38966,53.31952,53.74788,55.48352
1488,15574,b'r',80,78.784294,79.04065,83.41235,80.23094,81.95012,80.84621,80.1878,80.52284,81.06232,81.83873,81.64485,81.935776
1489,32637,b'i',52,54.410923,50.43039,54.430912,51.33512,52.059536,54.090446,56.25045,51.434147,50.46493,52.730736,49.368507,48.336727
1490,6377,b'c',64,64.090225,62.180874,63.264317,65.90211,65.70221,66.921906,66.324165,64.38747,63.38391,64.66623,63.830624,62.549133
1491,1759282,b'c',84,83.53081,83.009476,83.873474,82.31671,81.96679,81.89793,81.092125,80.52474,83.7054,83.615555,82.52148,82.93847
1492,61912,b'g',70,67.07897,67.60711,68.51077,60.73924,66.87091,64.370224,70.86567,66.13094,67.05216,68.29797,76.41552,74.0434
1493,27236,b'c',57,58.148003,53.99774,58.529026,57.63543,59.103962,57.363697,58.087387,57.00625,58.511333,58.764717,56.310265,57.437805
1494,1441186,b'c',56,54.104736,56.017967,54.979828,55.534824,54.771095,54.232212,54.886707,53.98963,56.43107,57.11735,55.598343,56.094902
1495,49515,b'i',57,56.73094,60.531864,58.124516,55.737095,59.64824,57.29376,60.554775,61.402916,59.71566,58.39139,58.706833,55.516766
1496,11598,b'r',84,86.205246,87.74865,87.147705,87.73314,83.37593,85.09299,83.219215,85.84887,86.155594,86.485245,85.54804,87.88575
1497,22753,b'g',69,62.42015,65.966995,65.346436,63.40651,64.94126,65.33642,64.25528,65.61398,62.353325,66.45918,63.632256,65.412155
1498,70246,b'c',52,46.946594,49.572735,49.259754,47.492657,48.93463,49.635136,49.31836,46.915646,47.992474,48.520035,49.79851,47.146114
1499,39635,b'r',75,77.35197,74.90515,76.22888,74.5788,74.8306,76.09603,79.747284,76.622986,73.33188,75.08672,75.332214,72.0914
1500,91519,b'c',90,89.082825,88.27865,88.918655,88.869934,88.874756,88.49832,88.57718,88.01848,89.27481,89.182846,89.5146,89.192955
1501,87143,b'c',61,52.82771,52.653778,53.36072,58.68536,55.722267,54.47622,55.28978,55.768238,57.09454,58.111187,53.94973,54.230484
1502,35301,b'c',68,69.268814,68.35943,75.149635,68.02708,70.33656,71.17586,70.06461,68.2163,70.10565,71.23796,69.4197,66.320755
1503,22326,b'c',72,77.519684,75.268295,73.970024,76.75552,74.379845,74.21588,74.74268,72.95072,72.86221,75.405685,75.08258,74.360344
1504,86322,b'c',83,81.695114,82.79704,85.70457,84.09123,83.65166,82.96722,82.52469,82.05638,85.015884,84.230034,82.9446,82.856964
1505,1761602,b'r',69,74.59794,70.60897,71.04593,69.37722,69.44878,71.34735,67.99919,68.68238,70.52395,72.309456,69.417404,71.60002
1506,50351,b'i',51,50.977432,49.95179,52.47513,49.32511,54.36663,51.94742,51.296116,51.813446,50.54194,52.06904,56.36785,50.39721
1507,1211226,b'c',77,76.76219,75.14419,78.45224,76.41795,77.438736,77.7081,76.18561,76.41555,76.85345,80.01841,78.06385,75.2717
1508,45943,b'c',55,52.039024,54.32572,52.75168,53.890846,58.172302,54.741844,54.241596,53.73482,56.857674,55.02807,53.986282,54.555412
1509,71753,b'c',53,49.91267,50.864887,49.45055,47.93073,53.83059,52.716766,50.658672,53.508156,50.587433,49.664364,48.93687,48.92383
1510,51620,b'c',53,52.036716,52.167164,57.47422,53.188766,55.42565,52.644875,52.62813,54.408413,57.255547,58.195625,58.718334,53.93606
1511,7135,b'c',54,55.16205,56.04723,53.987,50.97326,52.09339,50.741238,52.754204,52.334717,52.245033,53.148266,51.655468,50.034935
1512,87302,b'c',62,51.97203,49.572735,53.731834,57.538876,53.152164,59.338207,56.72505,58.848007,57.74121,55.02258,53.9843,56.31084
1513,60568,b'r',72,68.69018,68.65577,65.550964,71.603516,65.60954,68.16664,63.73629,64.13491,73.00191,70.51806,66.39373,72.38684
1514,4086841,b'r',72,71.33821,72.908936,71.86583,73.034164,72.41745,72.54439,70.530106,72.04219,72.32027,72.37206,69.50712,71.755486
1515,6257,b'i',87,85.658775,87.40442,86.221214,83.490685,83.71149,84.350204,82.240845,82.47081,86.432846,87.09017,85.24434,84.189835
1516,31632,b'i',72,76.927055,73.92404,80.82425,79.06395,74.54868,77.47125,74.1141,73.21556,77.49861,73.023254,75.04547,71.373726
1517,53248,b'c',82,87.83553,84.379196,85.20695,81.61324,84.87687,85.83466,84.691696,84.210724,87.2816,86.02786,85.6222,86.023964
1518,1503704,b'r',83,85.737366,84.742775,87.16772,84.894104,84.75717,83.673416,84.88628,85.64193,87.08104,84.48369,82.90928,85.692444
1519,87204,b'r',69,74.69427,69.52018,67.331215,66.95665,69.471825,72.4224,69.86621,71.34049,77.20886,72.06536,71.944466,70.64736
1520,15084,b'g',67,70.638,59.9545,66.35464,63.958645,68.040115,71.78694,65.4086,65.35928,74.114975,66.85326,62.350677,64.75349
1521,48674,b'g',84,86.60858,86.482155,85.64711,82.59743,86.62494,85.6201,85.601364,85.34487,85.509605,85.586655,88.152405,86.48758
1522,5057668,b'i',85,83.258316,82.741104,81.82498,82.360275,82.278015,82.6656,83.37904,83.05585,81.95985,82.55411,82.13173,82.061615
1523,27088,b'c',81,78.98053,81.67613,83.430534,80.5798,79.50482,80.87368,78.08664,80.79515,81.90077,79.66238,80.16505,79.07666
1524,1408685,b'c',77,77.93511,73.500534,79.3569,76.504036,78.94261,78.1234,75.715416,77.64679,74.610016,76.769394,78.62575,73.875656
1525,1797544,b'r',88,88.00522,86.14315,88.05611,88.16472,88.73035,88.94298,88.33746,87.75485,87.211205,87.910126,87.39282,88.14774
1526,48288,b'c',70,75.138596,68.343155,68.587105,69.140434,69.254166,68.92146,68.392914,69.90519,72.66281,71.121605,71.756516,69.679184
1527,29212,b'g',88,89.26854,89.31087,89.52384,89.780304,89.60343,89.839355,89.73841,89.81596,89.84708,89.45476,89.420685,89.8599
1528,73021,b'c',80,78.7603,80.953926,79.83652,79.85681,79.099075,79.46399,78.63444,78.96091,78.42475,80.25775,77.233826,79.08286
1529,4006060,b'c',88,83.63884,85.21823,82.82542,85.6118,87.972786,86.96835,84.74814,88.171814,82.61303,80.13988,82.97885,80.62622
1530,48286,b'c',82,84.785706,81.861336,83.07349,80.99234,84.17415,82.79118,83.05757,83.26085,84.20878,82.69112,83.23001,82.59351
1531,1783955,b'g',86,89.2072,88.90944,88.91747,87.97044,88.18637,88.8353,87.98398,87.42096,88.951645,89.07837,88.4865,88.241844
1532,59737,b'r',71,72.07817,78.759384,76.43989,75.21085,73.07367,74.82185,73.55231,73.83765,76.77413,72.35725,73.28071,80.20095
1533,92988,b'c',84,87.577446,86.431015,87.51726,85.25963,86.77855,84.916794,85.2221,84.01207,85.89761,86.34566,87.84297,84.300705
1534,59737,b'g',71,71.29096,74.05519,75.876854,74.85513,72.03934,71.059654,74.202194,70.14843,76.26924,73.51826,74.731125,73.77934
1535,54885,b'r',90,89.65101,89.94353,89.850784,88.95232,89.22509,89.73871,89.79845,89.50789,89.93515,89.796875,89.956375,89.65861
1536,69072,b'c',70,60.18722,63.516907,59.91156,65.55964,65.0316,64.53873,60.454254,64.33992,65.55178,66.72104,64.615234,66.70341
1537,68162,b'r',53,56.7871,52.932888,56.408173,54.61849,52.602886,55.460083,53.20163,51.562126,56.331253,58.713326,53.476326,57.50727
1538,67811,b'r',83,85.12892,82.28606,84.6535,82.929855,84.8157,83.93353,81.07045,84.30385,84.394196,85.57295,83.703835,86.58565
1539,52190,b'g',71,66.058014,70.56897,69.11745,71.69039,70.672104,69.860146,69.086044,69.71358,70.068474,69.24652,66.32533,71.52287
1540,65189,b'g',52,49.285534,49.572735,52.708908,54.024334,58.29175,52.952747,51.189396,55.941544,51.162518,52.701565,59.211742,49.52283
1541,24967,b'g',78,73.98947,79.48767,78.45842,80.20186,75.9827,75.4265,75.7048,78.2339,79.094406,77.8602,77.77967,77.332
1542,1360094,b'i',72,78.05649,74.363434,74.12032,73.390816,72.928535,70.67141,71.76723,71.2368,73.77739,74.80484,73.40707,75.242004
1543,50156,b'g',85,84.59435,87.32794,87.395004,88.323425,85.52059,83.513824,83.22288,83.73811,84.55987,84.43591,85.84892,86.72615
1544,54084,b'c',75,74.969574,75.43145,70.378914,74.78507,73.64504,72.65087,72.20583,72.2071,76.82324,76.02024,72.757614,72.8544
1545,20363,b'i',51,49.467243,55.30977,49.99235,56.38507,49.20794,49.847664,48.600567,49.099407,51.36259,52.24142,51.515083,49.535484
1546,1553452,b'g',85,86.098015,86.46855,87.52392,86.13119,86.37168,86.78969,86.558624,84.59232,86.71698,86.958664,86.38593,86.41168
1547,4143,b'c',56,60.970203,60.42372,56.70543,52.413662,54.17548,58.466225,57.48844,55.79909,62.310738,59.462864,54.870964,52.18534
1548,2069,b'c',78,78.04678,79.35745,80.93234,79.55452,75.80855,77.07686,76.46717,77.63594,77.74066,78.27187,77.77496,77.32603
1549,1161740,b'g',74,71.29487,73.89075,71.6434,71.177055,70.54252,68.2997,71.91028,71.577156,71.40768,71.102,69.08298,69.11972
1550,31641,b'i',51,53.162544,52.36384,51.992577,54.0654,54.865074,55.64287,51.73016,52.019466,53.919582,52.838562,52.65914,53.59768
1551,40588,b'c',67,65.1797,64.124466,69.176125,65.510216,64.90448,62.18454,66.04668,68.01434,67.86883,67.53563,64.80253,65.10946
1552,1234821,b'c',86,80.98299,84.14084,81.388824,82.94563,81.9135,80.79174,81.03621,81.13352,82.95918,81.23537,83.08952,83.574234
1553,6338,b'i',54,57.711372,62.90719,63.142273,55.965446,57.01815,58.073265,59.21544,60.678635,61.62236,58.695126,56.026222,56.24746
1554,4309627,b'r',85,88.51155,89.087265,88.46267,87.752304,87.723724,85.69528,87.619156,87.75047,88.38604,88.08794,86.87149,87.525444
1555,1422540,b'c',78,78.73119,79.13249,77.92029,76.52077,78.46653,77.214264,79.07535,77.64571,80.22447,77.88002,75.95025,79.38034
1556,5450,b'r',69,73.216995,69.10786,69.12978,66.7739,69.73667,70.79468,69.03644,72.00404,71.13685,69.18921,70.144196,67.69069
1557,71560,b'g',51,48.995766,51.74178,49.259754,49.055122,48.089535,48.832127,47.503777,50.0321,48.42336,48.31545,50.2313,48.90989
1558,31637,b'i',63,58.819206,55.443718,63.297318,68.250565,66.6479,59.533997,65.4086,66.070496,63.99282,62.625816,57.811428,56.433052
1559,5059857,b'i',88,88.09561,86.04317,86.89251,86.16498,87.595215,87.798035,86.12626,86.85051,85.22418,85.97558,84.49124,86.1178
1560,1708317,b'r',77,74.867294,73.13605,74.19673,74.0977,74.01924,77.197495,75.29579,75.484085,74.65818,76.37954,75.918785,74.37212
1561,18161,b'r',67,55.283806,55.535183,52.689827,54.274776,56.64618,57.341393,56.42072,51.54205,58.306473,58.26941,54.345543,54.641815
1562,22413,b'c',83,83.93847,84.23584,86.16413,84.68125,83.199875,85.289,84.041145,82.89244,82.467094,85.60312,85.13676,84.093254
1563,54612,b'r',72,70.893295,70.88249,71.33029,70.02315,68.89585,69.62896,69.242096,71.14161,71.15054,70.782646,71.74991,69.636246
1564,27954,b'c',70,66.38397,67.9615,68.06632,66.04041,67.82772,67.4747,67.88922,68.249725,69.76203,66.021904,67.91162,66.3214
1565,3998459,b'r',78,80.24937,78.619354,78.578804,79.78958,79.93582,78.60051,78.88836,76.95102,78.61594,80.65473,78.00499,78.603
1566,37971,b'c',83,80.36613,82.6382,81.45442,82.57404,82.93259,81.39569,81.46016,82.2547,82.68894,81.735016,81.48299,82.70883
1567,26002,b'i',74,69.71219,70.01495,71.09924,69.02759,73.30011,72.77278,73.47476,71.31278,71.20978,68.7853,69.037506,67.05495
1568,5057609,b'i',80,83.415245,80.21936,82.34839,80.55811,82.43674,81.78326,82.05258,82.58319,82.78801,82.01354,79.784515,82.48362
1569,39344,b'g',90,86.246506,85.44974,86.70236,85.84628,86.48703,83.919205,86.58626,86.83156,88.64249,85.379654,87.88956,88.47899
1570,5807368,b'i',60,57.182632,59.412346,60.835857,57.65594,59.85516,61.126377,60.639374,59.32792,58.571365,57.95709,56.859657,59.874023
1571,4440958,b'c',53,50.842587,49.74543,51.880463,53.11473,51.519688,50.085777,50.736824,51.117317,51.519882,52.324486,50.04202,49.7502
1572,30178,b'c',56,51.611446,54.25484,50.89851,51.4536,51.16179,50.630817,51.130325,51.170433,52.16689,49.97209,51.603535,51.484394
1573,47939,b'r',81,84.13226,81.867004,83.717514,84.94095,81.37004,80.208405,79.60887,79.95587,83.09099,79.950195,82.225204,82.90642
1574,86788,b'i',51,48.497025,49.80957,49.259754,49.641758,51.122143,51.548622,50.775707,48.358433,48.986347,51.365906,52.124607,49.573723
1575,1624695,b'i',78,80.35692,77.33989,76.23669,81.245026,78.66692,78.6128,77.350204,77.28969,78.47797,80.66234,75.59269,79.454575
1576,5059381,b'g',75,74.72588,81.05902,75.543015,81.4469,79.0072,77.42381,76.35654,79.047714,78.626175,77.16237,71.49151,80.71035
1577,1527085,b'c',75,76.52562,79.13852,77.840416,77.34343,78.20879,77.92257,78.13075,76.37235,77.02153,77.15611,75.77495,77.66066
1578,30669,b'c',59,53.738052,58.414017,58.501328,56.5105,56.66916,56.874985,57.902985,60.556335,58.73571,60.229805,58.713985,57.73333
1579,68942,b'c',57,63.31212,63.82357,65.08247,63.978874,61.007286,61.442226,58.57612,58.69223,64.64902,63.18339,61.553497,62.704887
1580,69874,b'c',71,72.25309,70.87147,69.81238,70.49066,71.42193,69.56396,69.92874,70.96625,69.73503,71.406456,70.26994,70.775024
1581,1734514,b'c',73,74.07478,72.181885,75.03525,72.92564,75.1564,73.0814,74.172844,74.01452,76.06604,75.11365,75.05641,75.0907
